RID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
172.217.11.42-10.42.0.211-443-33581-6,Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,7.5
10.42.0.151-106.39.169.66-60127-80-6,Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,3.41
180.163.255.159-10.42.0.42-443-50712-6,Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3.25
183.79.248.124-10.42.0.211-443-40386-6,Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,8.3
10.42.0.211-77.234.42.92-46244-443-6,Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.45
10.42.0.211-10.42.0.1-11763-53-17,Hyundai Santro Xing XO,Hyderabad,2007,57309,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,2.1
157.240.2.20-10.42.0.42-443-46425-6,Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,11.95
151.101.1.140-10.42.0.211-443-50969-6,Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,4.25
10.42.0.211-31.13.80.52-49784-443-6,Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,8.25
172.217.6.206-10.42.0.151-443-45795-6,Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5,5.95
172.217.10.136-10.42.0.151-443-58087-6,Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.3
10.42.0.211-10.42.0.1-52348-53-17,Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,3.9
172.217.6.206-10.42.0.151-443-51911-6,Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,6.41
182.22.25.252-10.42.0.211-443-38316-6,Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,8.36
10.42.0.42-104.106.246.250-47586-443-6,Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,3.85
10.42.0.211-23.208.168.108-38479-443-6,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,36
172.217.12.202-10.42.0.42-443-54393-6,Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5,7.5
8.0.6.4-8.6.0.1-0-0-0,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5,5.7
183.79.249.252-10.42.0.211-443-37065-6,Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,5.5
10.42.0.211-106.39.162.36-54105-80-6,Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,5.9
10.42.0.211-10.42.0.1-52844-53-17,Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,7.75
172.217.7.195-10.42.0.151-80-38915-6,BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5,18
10.42.0.211-95.213.11.181-54021-80-6,Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,4.4
10.42.0.151-23.46.217.174-40765-443-6,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,8.27
10.42.0.151-101.251.204.125-42878-80-6,Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,4.75
192.229.173.173-10.42.0.211-80-53901-6,Honda City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3.8
140.205.250.8-10.42.0.211-443-49737-6,Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,3.4
172.217.10.138-10.42.0.211-443-44879-6,Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,4.7
162.208.22.39-10.42.0.211-443-52726-6,Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,1.49
10.42.0.151-52.84.134.158-38842-443-6,Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,5,4.5
10.42.0.211-31.13.71.7-52699-443-6,Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5.4
10.42.0.211-69.147.64.215-40757-443-6,Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,11.5
173.194.206.100-10.42.0.42-443-52398-6,Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4 kmpl,1461 CC,108.5 bhp,5,3.5
172.217.10.46-10.42.0.151-443-53357-17,BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,16.5
192.229.173.173-10.42.0.211-80-48503-6,Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,3.9
10.42.0.211-34.193.179.48-50184-443-6,Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5,3.25
10.42.0.1-10.42.0.42-53-17141-17,Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,5.84
172.217.10.100-10.42.0.211-443-42883-6,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,5.75
172.217.3.110-10.42.0.151-443-54243-6,Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,10
183.79.249.252-10.42.0.42-443-39983-6,Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,1.05
10.42.0.211-36.110.213.174-59545-443-6,Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,5.64
222.73.28.96-10.42.0.211-80-33959-6,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,50.97
203.205.158.60-10.42.0.151-80-39597-6,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,29.95
10.42.0.211-10.42.0.1-13237-53-17,Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.2 kmpl,1498 CC,98.6 bhp,7,4.85
10.42.0.211-10.42.0.1-23319-53-17,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,14.5
172.217.3.98-10.42.0.211-443-51317-6,Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5.5
172.217.6.227-10.42.0.151-443-53189-6,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,3.2
172.217.10.106-10.42.0.151-443-53981-6,Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,4.5
216.58.217.163-10.42.0.211-443-58708-6,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,30.72
205.204.101.196-10.42.0.151-443-60136-6,Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.5 kmpl,1991 CC,147.9 bhp,7,3.5
10.42.0.42-123.125.115.164-42097-443-6,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,6.99
203.205.147.229-10.42.0.211-80-51620-6,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,3.45
216.58.219.206-10.42.0.151-443-43377-6,Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,6.57
172.217.10.74-10.42.0.42-443-33895-6,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,17.5
10.42.0.42-121.12.98.63-52337-80-6,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,3.75
180.149.136.194-10.42.0.211-80-51565-6,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5,9.99
198.11.132.221-10.42.0.211-443-35568-6,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,8.2
192.229.173.173-10.42.0.211-443-46008-6,Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,5,1.1
203.205.147.229-10.42.0.42-80-43121-6,Maruti SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,22.1 km/kg,1586 CC,85.7 bhp,5,3.89
10.42.0.211-104.192.110.245-58103-80-6,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,2.45
172.217.10.78-10.42.0.211-443-49803-6,Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.7 kmpl,2987 CC,224.34 bhp,5,13.75
10.42.0.211-10.42.0.1-11241-53-17,Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,3
216.58.217.163-10.42.0.151-80-49128-6,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.25
174.35.73.93-10.42.0.211-80-33207-6,Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5,17.65
172.217.9.238-10.42.0.151-443-55451-6,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,18.25
180.149.136.194-10.42.0.211-80-48621-6,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,3.45
10.42.0.211-64.71.142.110-40296-443-6,Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,23.75
10.42.0.211-72.21.206.141-59720-443-6,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5,5.45
10.42.0.211-74.125.22.155-43502-443-6,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,5.25
10.42.0.151-10.42.0.1-34960-53-17,Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5,1.1
10.42.0.151-10.42.0.1-30320-53-17,Hyundai i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,2.9
10.42.0.211-10.42.0.1-11592-53-17,BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,14.2
10.42.0.151-31.13.71.3-43689-443-6,Hyundai Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,5.8
202.77.129.146-10.42.0.211-80-59101-6,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,7.22
10.42.0.211-104.192.108.27-43135-443-6,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,4.87
211.236.244.151-10.42.0.211-80-33416-6,Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,3.3
169.47.5.232-10.42.0.42-443-46754-6,Honda City ZX EXi,Hyderabad,2007,91000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,3
10.42.0.1-10.42.0.42-53-38674-17,Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,26
10.42.0.211-54.71.228.147-50118-443-6,Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,2.9
174.36.210.53-10.42.0.151-5222-60900-6,Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,Petrol,Automatic,First,15.74 kmpl,1591 CC,121.3 bhp,5,7.5
182.22.67.85-10.42.0.211-443-45635-6,Maruti Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,2.36
172.217.10.106-10.42.0.151-443-60668-6,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.39
10.42.0.211-10.42.0.1-51792-53-17,Mahindra XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7.02
174.35.73.135-10.42.0.211-80-45580-6,Maruti Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,8
10.42.0.211-36.110.213.49-33565-80-6,Hyundai i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,7.11
10.42.0.211-10.42.0.1-37297-53-17,Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,10.0 kmpl,1796 CC,157.7 bhp,5,3.9
10.42.0.211-98.139.183.24-58480-80-6,Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,2.15
8.0.6.4-8.6.0.1-0-0-0,Honda Amaze S i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,3.25
10.42.0.42-66.198.178.90-52199-443-6,Land Rover Range Rover Sport HSE,Kochi,2015,38467,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5,70.66
151.101.21.140-10.42.0.211-443-60351-6,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,4.61
157.240.18.15-10.42.0.211-443-55277-6,Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,2.35
10.42.0.211-54.243.56.30-40661-443-6,Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5,4.05
10.42.0.42-119.146.74.33-40530-443-6,Maruti 800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,0.8
10.42.0.211-31.13.80.52-51844-443-6,Toyota Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.59 kmpl,1364 CC,67.1 bhp,5,5.6
10.42.0.211-10.42.0.1-34204-53-17,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,5.35
10.42.0.211-40.78.68.158-48635-443-6,Maruti Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,3.25
172.217.3.35-10.42.0.42-443-47402-6,BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,11.5
198.11.188.78-10.42.0.211-443-48538-6,Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,4.25
8.43.72.37-10.42.0.42-443-40417-6,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5,4.45
174.35.73.134-10.42.0.211-80-38364-6,Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7,2.85
172.217.10.230-10.42.0.211-443-59275-6,Mahindra XUV500 W8 2WD,Delhi,2014,86000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,7.85
172.217.11.14-10.42.0.211-443-46273-6,Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,5.3
180.149.135.239-10.42.0.151-80-54908-6,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,8
10.42.0.211-123.125.29.138-37831-443-6,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,9.43
10.42.0.211-104.192.110.245-48708-80-6,Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,2.75
10.42.0.42-37.1.204.175-53252-80-6,Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5,13.5
172.217.12.174-10.42.0.211-443-40997-6,Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,9.99
182.22.65.140-10.42.0.151-443-37277-6,Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,6.95
10.42.0.211-10.42.0.1-41394-53-17,Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,6.75
203.205.158.53-10.42.0.211-80-39898-6,Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,5.5
174.129.32.117-10.42.0.211-443-40715-6,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,9.18
222.73.28.96-10.42.0.211-80-60603-6,Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,4.15
10.42.0.211-106.11.135.2-41637-80-6,Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,6.5
10.42.0.211-66.231.239.122-58316-80-6,Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5,4.11
203.205.179.170-10.42.0.211-80-45697-6,Hyundai Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5,2.25
209.85.232.188-10.42.0.151-5228-44854-6,Toyota Etios Liva G,Kochi,2015,52207,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,4.56
10.42.0.151-10.42.0.1-11895-53-17,Mahindra Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,7,4
10.42.0.211-10.42.0.1-20956-53-17,Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,5.27
10.42.0.211-113.200.98.174-54229-80-6,Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7,9.11
172.217.11.14-10.42.0.151-443-33479-6,Nissan X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,14.42 kmpl,1995 CC,147.6 bhp,5,6.2
202.77.129.150-10.42.0.42-80-38923-6,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.97
180.149.136.194-10.42.0.42-80-49292-6,Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,10.17
182.22.24.252-10.42.0.211-443-52448-6,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,4.5
10.42.0.211-52.84.29.154-52852-443-6,Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,14.28
10.42.0.1-10.42.0.42-53-15609-17,Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,2.47
10.42.0.211-10.42.0.1-25108-53-17,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,7.9
10.42.0.211-119.146.74.49-52424-443-6,Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,2.3
208.185.50.45-10.42.0.211-443-51888-6,Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5,6.5
192.229.163.180-10.42.0.151-443-36125-6,Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,3.25
10.42.0.42-66.198.24.253-50008-80-6,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65 kmpl,1248 CC,88.7 bhp,5,5.85
10.42.0.211-23.203.49.224-51199-80-6,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5,29
216.58.219.227-10.42.0.151-443-41253-6,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,25.71
172.217.12.195-10.42.0.151-443-38700-6,Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Petrol,Manual,Second,15.3 kmpl,1596 CC,101 bhp,5,1.85
10.42.0.211-10.42.0.1-57533-53-17,BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,22.75
10.42.0.211-10.42.0.1-62361-53-17,Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1 kmpl,998 CC,100 bhp,5,8.32
180.149.153.234-10.42.0.42-80-39692-6,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,26
10.42.0.151-23.194.142.7-45983-443-6,Ford Endeavour Hurricane LE,Mumbai,2012,129000,Diesel,Automatic,First,12.8 kmpl,2953 CC,null bhp,3,7
10.42.0.151-104.97.95.172-51996-80-6,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,3.45
216.58.219.202-10.42.0.151-443-52030-6,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,5.15
203.205.128.137-10.42.0.211-80-47246-6,Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3.51
192.229.163.180-10.42.0.151-443-46531-6,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,3.45
10.42.0.42-66.231.239.124-47794-443-6,Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,3.75
209.85.201.100-10.42.0.211-443-47253-6,Honda City 1.5 EXI,Pune,2001,125943,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,1.45
157.56.52.23-10.42.0.151-40033-43477-17,Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,2.2
172.217.12.195-10.42.0.42-443-49273-6,Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7,7.99
172.217.12.132-10.42.0.151-443-49187-6,Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5,6.75
182.254.5.234-10.42.0.42-80-45289-6,Honda CR-V AT With Sun Roof,Kolkata,2013,27000,Petrol,Automatic,First,14.0 kmpl,,,3,11.99
10.42.0.151-106.39.169.66-52373-80-6,Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,5
10.42.0.211-104.192.110.245-34715-80-6,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7,5.9
10.42.0.211-31.13.80.52-33903-80-6,Hyundai Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,3.75
10.42.0.211-10.42.0.1-23684-53-17,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,29.5
